regla,H,n_raw,n_indep,p_up,base_up,lift,ci_lo,ci_hi,mean_ret,base_ret,edge_ret,lift_IS,lift_OOS,yrs_ok,n_yrs,signif,universo
V01 rsi2>95,10,30072,11495,0.5638973466724663,0.5690746346928559,-0.0051772880203896365,0.554831758763638,0.5729629345812945,0.005107676709964167,0.007186599201579938,-0.002078922491615771,-0.005309219701547518,-0.005406044346371153,0.47058823529411764,17,1.1193410313832919,acciones+ETFs
V01 rsi2>95,21,30072,8312,0.5813282001924928,0.5894247488840954,-0.00809654869160259,0.5707222189594472,0.5919341814255383,0.013043260046463594,0.015210966521968631,-0.0021677064755050365,-0.01338342899370859,-0.0006502354492072815,0.5882352941176471,17,1.496253395781675,acciones+ETFs
V02 rsi2>95 & px<ema200,3,3407,2128,0.5211466165413534,0.5430094413145261,-0.021862824773172695,0.49992143072370093,0.542371802359006,0.0004431606221953472,0.0021856427279600783,-0.001742482105764731,-0.03227673014266974,-0.009246093363176944,0.5882352941176471,17,2.0188815741617767,acciones+ETFs
V02 rsi2>95 & px<ema200,5,3407,1928,0.5072614107883817,0.5523930265640531,-0.045131615775671374,0.4849448761620235,0.52957794541474,-0.00021396053975905605,0.003626211831220274,-0.00384017237097933,-0.0530200993473976,-0.03389842863076464,0.7058823529411765,17,3.9637859731070186,acciones+ETFs
V02 rsi2>95 & px<ema200,10,3407,1747,0.5300515168860904,0.5690746346928559,-0.039023117806765484,0.5066473176903632,0.5534557160818177,0.003227925984962641,0.007186599201579938,-0.003958673216617296,-0.048564394018141055,-0.024591989979685258,0.6470588235294118,17,3.268016575214583,acciones+ETFs
V02 rsi2>95 & px<ema200,21,3407,1453,0.5664143152099105,0.5894247488840954,-0.02301043367418487,0.5409326478410711,0.5918959825787499,0.014776347815230823,0.015210966521968631,-0.00043461870673780836,-0.031893165605565654,-0.006441421882188436,0.5882352941176471,17,1.7699175390914217,acciones+ETFs
V03 rsi14>70,3,28214,12238,0.5291714332407256,0.5430094413145261,-0.013838008073800534,0.5203278056677271,0.5380150608137241,0.0015457689257878848,0.0021856427279600783,-0.0006398738021721935,-0.01727761933229266,-0.00889756114750917,0.8235294117647058,17,3.0668971076371228,acciones+ETFs
V03 rsi14>70,5,28214,8735,0.5483686319404694,0.5523930265640531,-0.004024394623583727,0.5379321778295445,0.5588050860513942,0.0027667733324122415,0.003626211831220274,-0.0008594384988080323,-0.009641492057929746,0.004204495954846732,0.6470588235294118,17,0.7557943893958328,acciones+ETFs
V03 rsi14>70,10,28214,5851,0.5621261322850795,0.5690746346928559,-0.006948502407776447,0.5494135896156237,0.5748386749545352,0.006371088985073872,0.007186599201579938,-0.0008155102165060659,-0.015508064619279116,0.005681691955372936,0.5882352941176471,17,1.0713092630921206,acciones+ETFs
V03 rsi14>70,21,28214,4064,0.5829232283464567,0.5894247488840954,-0.006501520537638639,0.5677634481632026,0.5980830085297109,0.012807663120223045,0.015210966521968631,-0.0024033034017455854,-0.020263009915491903,0.014018282249672165,0.5882352941176471,17,0.8405781680032509,acciones+ETFs
V04 z20>2,3,22982,12591,0.530140576602335,0.5430094413145261,-0.012868864712191064,0.5214228056738824,0.5388583475307877,0.0012674657009496039,0.0021856427279600783,-0.0009181770270104744,-0.020098848853378426,-0.0021897975046411,0.6470588235294118,17,2.8932825882787467,acciones+ETFs
V04 z20>2,5,22982,10205,0.5423811856932876,0.5523930265640531,-0.010011840870765454,0.532715029452361,0.5520473419342142,0.0025415490881945603,0.003626211831220274,-0.0010846627430257136,-0.017737379875207626,0.0014207841269353594,0.5294117647058824,17,2.0300942399022595,acciones+ETFs
V04 z20>2,10,22982,8351,0.5570590348461262,0.5690746346928559,-0.01201559984672973,0.546405091954232,0.5677129777380203,0.0055712698336056205,0.007186599201579938,-0.0016153293679743172,-0.013410610946240742,-0.010221349523122147,0.7647058823529411,17,2.2105032792608843,acciones+ETFs
V04 z20>2,21,22982,6786,0.5826702033598585,0.5894247488840954,-0.006754545524236821,0.5709374417832727,0.5944029649364444,0.014434964530544431,0.015210966521968631,-0.0007760019914241998,-0.012062929139468603,0.0009599642733689739,0.7058823529411765,17,1.1283711120427056,acciones+ETFs
V05 pctB>1,3,22982,12591,0.530140576602335,0.5430094413145261,-0.012868864712191064,0.5214228056738824,0.5388583475307877,0.0012674657009496039,0.0021856427279600783,-0.0009181770270104744,-0.020098848853378426,-0.0021897975046411,0.6470588235294118,17,2.8932825882787467,acciones+ETFs
V05 pctB>1,5,22982,10205,0.5423811856932876,0.5523930265640531,-0.010011840870765454,0.532715029452361,0.5520473419342142,0.0025415490881945603,0.003626211831220274,-0.0010846627430257136,-0.017737379875207626,0.0014207841269353594,0.5294117647058824,17,2.0300942399022595,acciones+ETFs
V05 pctB>1,10,22982,8351,0.5570590348461262,0.5690746346928559,-0.01201559984672973,0.546405091954232,0.5677129777380203,0.0055712698336056205,0.007186599201579938,-0.0016153293679743172,-0.013410610946240742,-0.010221349523122147,0.7647058823529411,17,2.2105032792608843,acciones+ETFs
V05 pctB>1,21,22982,6786,0.5826702033598585,0.5894247488840954,-0.006754545524236821,0.5709374417832727,0.5944029649364444,0.014434964530544431,0.015210966521968631,-0.0007760019914241998,-0.012062929139468603,0.0009599642733689739,0.7058823529411765,17,1.1283711120427056,acciones+ETFs
V06 4+ subas seguidas,3,23768,13361,0.5385075967367712,0.5430094413145261,-0.004501844577754932,0.5300545205218279,0.5469606729517145,0.0012283589487691086,0.0021856427279600783,-0.0009572837791909697,-0.001976289778983009,-0.00808302676366901,0.47058823529411764,17,1.0438348298340556,acciones+ETFs
V06 4+ subas seguidas,5,23768,12003,0.5463634091477131,0.5523930265640531,-0.006029617416340005,0.5374569309234379,0.5552698873719882,0.002237776841993521,0.003626211831220274,-0.001388434989226753,-0.008479172825601067,-0.002389781664025814,0.4117647058823529,17,1.3269049604607608,acciones+ETFs
V06 4+ subas seguidas,10,23768,10142,0.5759219088937093,0.5690746346928559,0.006847274200853404,0.5663035941082625,0.5855402236791561,0.005958862253443628,0.007186599201579938,-0.00122773694813631,0.017207137540645956,-0.008015434955761735,0.5882352941176471,17,1.395323165548607,acciones+ETFs
V06 4+ subas seguidas,21,23768,7600,0.5869736842105263,0.5894247488840954,-0.0024510646735690367,0.5759036885048276,0.598043679916225,0.013208356447112945,0.015210966521968631,-0.002002610074855686,0.0016321337359702648,-0.00783710157434181,0.5882352941176471,17,0.43397367875420534,acciones+ETFs
V07 IBS>0.85 & rsi14>70,3,8599,6420,0.5222741433021807,0.5430094413145261,-0.020735298012345416,0.5100553816295648,0.5344929049747966,0.000848431748221144,0.0021856427279600783,-0.0013372109797389342,-0.02809286812871814,-0.009600423129271451,0.8235294117647058,17,3.3261295369464325,acciones+ETFs
V07 IBS>0.85 & rsi14>70,5,8599,5359,0.5439447658145177,0.5523930265640531,-0.008448260749535419,0.5306095417861514,0.557279989842884,0.00288114485955752,0.003626211831220274,-0.0007450669716627537,-0.012214651153600875,-0.0031991352425291275,0.7058823529411765,17,1.2417182518918681,acciones+ETFs
V07 IBS>0.85 & rsi14>70,10,8599,4116,0.5631681243926142,0.5690746346928559,-0.005906510300241696,0.5480152654041811,0.5783209833810473,0.005304946756899535,0.007186599201579938,-0.001881652444680403,-0.007387767760812403,-0.004105058915084503,0.7058823529411765,17,0.7639984109474531,acciones+ETFs
V07 IBS>0.85 & rsi14>70,21,8599,3124,0.5985915492957746,0.5894247488840954,0.009166800411679277,0.5814022131279032,0.6157808854636461,0.01368109328989301,0.015210966521968631,-0.0015298732320756202,0.0018576123525754218,0.019631569045456154,0.47058823529411764,17,1.0452369208110195,acciones+ETFs
V08 dist_ema200>3 ATR,3,155235,54274,0.541732689685669,0.5430094413145261,-0.001276751628857098,0.5375407780715666,0.5459246012997714,0.0017394053098334424,0.0021856427279600783,-0.0004462374181266359,-0.003770929257123967,0.0020575903954853647,0.7647058823529411,17,0.5969670696637047,acciones+ETFs
V08 dist_ema200>3 ATR,5,155235,33619,0.5492727326809245,0.5523930265640531,-0.003120293883128622,0.5439539210248786,0.5545915443369703,0.0029144084115222623,0.003626211831220274,-0.0007118034196980116,-0.006378056737210036,0.0012396414423812008,0.7058823529411765,17,1.1498387997966324,acciones+ETFs
V08 dist_ema200>3 ATR,10,155235,17778,0.5638429519631004,0.5690746346928559,-0.0052316827297554935,0.5565531598096652,0.5711327441165356,0.006012495233770619,0.007186599201579938,-0.001174103967809319,-0.009885224249273739,0.0010827935368658004,0.7058823529411765,17,1.4066379307520787,acciones+ETFs
V08 dist_ema200>3 ATR,21,155235,9165,0.5816693944353519,0.5894247488840954,-0.007755354448743423,0.5715701760624795,0.5917686128082243,0.01273358367329284,0.015210966521968631,-0.0024773828486757913,-0.008254895774338689,-0.008492463342096856,0.7647058823529411,17,1.5051159563365102,acciones+ETFs
V09 mr_score<0.1,3,25001,11782,0.5248684433882194,0.5430094413145261,-0.018140997926306746,0.5158510974465815,0.5338857893298572,0.0014844366892806788,0.0021856427279600783,-0.0007012060386793995,-0.023780797781430496,-0.009804700051105564,0.6470588235294118,17,3.943106559922336,acciones+ETFs
V09 mr_score<0.1,5,25001,8602,0.5411532201813531,0.5523930265640531,-0.011239806382699946,0.530622687994866,0.5516837523678403,0.0027837798336461145,0.003626211831220274,-0.0008424319975741594,-0.01809708339040328,-0.0011111918003336996,0.6470588235294118,17,2.092013976118036,acciones+ETFs
V09 mr_score<0.1,10,25001,5886,0.5688073394495413,0.5690746346928559,-0.0002672952433145914,0.556155192767313,0.5814594861317697,0.006756507389655815,0.007186599201579938,-0.00043009181192412305,-0.005565711717005151,0.007213896688204047,0.5294117647058824,17,0.0414078883255825,acciones+ETFs
V09 mr_score<0.1,21,25001,4039,0.5914830403565239,0.5894247488840954,0.0020582914724285306,0.5763231751923686,0.6066429055206791,0.014771609839087372,0.015210966521968631,-0.0004393566828812586,-0.006242791284413407,0.013916287437517272,0.35294117647058826,17,0.2661139292649324,acciones+ETFs
V10 rsi2>95 & SPY<ema200,3,3487,2060,0.5422330097087379,0.5430094413145261,-0.0007764316057882192,0.5207181918515926,0.5637478275658832,0.0007502468594654513,0.0021856427279600783,-0.001435395868494627,0.00013044715242449545,-0.0035418855746708333,0.46153846153846156,13,0.07073292265123707,acciones+ETFs
V10 rsi2>95 & SPY<ema200,5,3487,1794,0.5490523968784838,0.5523930265640531,-0.003340629685569252,0.5260265936311229,0.5720782001258448,0.000853142953314538,0.003626211831220274,-0.002773068877905736,0.0012564946186944814,-0.011867819278459035,0.38461538461538464,13,0.2843607284130761,acciones+ETFs
V10 rsi2>95 & SPY<ema200,10,3487,1548,0.5833333333333334,0.5690746346928559,0.014258698640477463,0.5587736157022669,0.6078930509643998,0.0048014584255131835,0.007186599201579938,-0.0023851407760667543,0.009691609830398629,0.020553577427204095,0.6923076923076923,13,1.1379222577048143,acciones+ETFs
V10 rsi2>95 & SPY<ema200,21,3487,1248,0.6097756410256411,0.5894247488840954,0.02035089214154573,0.5827117022490967,0.6368395798021854,0.018711720291788723,0.015210966521968631,0.003500753769820092,0.0336986064239746,0.0014482583534054516,0.7692307692307693,13,1.4738338320510616,acciones+ETFs
V11 rsi14>75 & cerca max 52w,3,7849,3721,0.5124966406879871,0.5430094413145261,-0.03051280062653905,0.49643608549505114,0.528557195880923,0.0009076026876065175,0.0021856427279600783,-0.0012780400403535608,-0.031695120360276885,-0.029163726037425786,0.8235294117647058,17,3.7237248967782404,acciones+ETFs
V11 rsi14>75 & cerca max 52w,5,7849,2798,0.5421729807005004,0.5523930265640531,-0.01022004586355274,0.5237121235655536,0.5606338378354471,0.0022144950311560356,0.003626211831220274,-0.0014117168000642383,-0.02403858808106485,0.010558769089527131,0.6470588235294118,17,1.0850682471640916,acciones+ETFs
V11 rsi14>75 & cerca max 52w,10,7849,2040,0.567156862745098,0.5690746346928559,-0.0019177719477578847,0.5456559027329195,0.5886578227572765,0.006238677769413172,0.007186599201579938,-0.0009479214321667659,-0.011733186303699794,0.012634430030736832,0.5882352941176471,17,0.17482163659094288,acciones+ETFs
V11 rsi14>75 & cerca max 52w,21,7849,1590,0.5842767295597484,0.5894247488840954,-0.005148019324346942,0.5600514402882876,0.6085020188312092,0.013514928477285193,0.015210966521968631,-0.001696038044683438,-0.02115167954664332,0.01881260138880081,0.5294117647058824,17,0.4165117601962724,acciones+ETFs
V12 z20>2 & vol alta,3,4292,2489,0.5307352350341502,0.5430094413145261,-0.012274206280375899,0.5111291195390031,0.5503413505292973,4.056355261464952e-05,0.0021856427279600783,-0.002145079175345429,-0.03113791896251472,0.01049324873505808,0.5625,16,1.2270377737747897,acciones+ETFs
V12 z20>2 & vol alta,5,4292,2094,0.5234001910219676,0.5523930265640531,-0.028992835542085538,0.5020076879483255,0.5447926940956096,-0.00019556506618253314,0.003626211831220274,-0.003821776897402807,-0.04054651239680851,-0.013484894643971512,0.625,16,2.6563491643249297,acciones+ETFs
V12 z20>2 & vol alta,10,4292,1858,0.5376749192680301,0.5690746346928559,-0.03139971542482578,0.5150041199332958,0.5603457186027645,0.001362692724669885,0.007186599201579938,-0.0058239064769100525,-0.04102716386922045,-0.016987950811998553,0.5,16,2.714656917207446,acciones+ETFs
V12 z20>2 & vol alta,21,4292,1680,0.5714285714285714,0.5894247488840954,-0.017996177455523954,0.547764252296173,0.5950928905609698,0.009431366281705341,0.015210966521968631,-0.0057796002402632895,-0.004139231413863298,-0.029787041779532508,0.5625,16,1.490535502647777,acciones+ETFs
