feature,n,ic_pooled,ic_ts,ic_xs,ic_is,ic_oos,ts_consist,yr_consist,d10,d1,d10_d1,abs_ic
ret_126,347195,0.014725630795282278,-0.03759312901438828,0.02350363317133609,0.00337673592109251,0.02270005539267123,0.38461538461538464,0.5294117647058824,0.04095047933509542,0.011838181600133108,0.029112297734962315,0.014725630795282278
rsi14,357387,0.012148404572268578,-0.013046626275196451,0.006949162950244687,0.005041618779413134,0.012304768700273005,0.4065934065934066,0.47058823529411764,0.016905247562210863,0.008922170621408187,0.007983076940802676,0.012148404572268578
days_above_ema200_63,356022,0.011504458095515969,-0.035091959109317,0.005459483265678695,0.00733813076965767,0.010857384590160127,0.3626373626373626,0.47058823529411764,0.0739770738299998,0.008562397567170272,0.06541467626282953,0.011504458095515969
px_ema20,356932,0.009447551890605213,-0.01612133781386364,0.008342447473022489,0.0029339797547714855,0.014618729375756211,0.34065934065934067,0.5294117647058824,0.02691956561693184,0.016922790546605285,0.009996775070326553,0.009447551890605213
corr_bench_63,355021,-0.00918539295450687,0.008118157248036053,-0.004863356962552717,-0.03580039186187505,0.004285326543824885,0.46153846153846156,0.7058823529411765,0.004802504063095444,0.021402535982641416,-0.016600031919545972,0.00918539295450687
px_ema50,354202,0.009168306209631213,-0.031007495181459475,0.007689438550591455,-0.005763495184045651,0.021867976660164715,0.2967032967032967,0.5294117647058824,0.03151217507430761,0.014486787055252595,0.017025388019055017,0.009168306209631213
bb_bw_rank120,351563,0.008477694797666887,0.006825738266051761,-0.0015698548400275723,0.009025529110367131,0.0075782871713334695,0.5604395604395604,0.5294117647058824,0.010770013362694762,0.013760204981203618,-0.0029901916185088567,0.008477694797666887
vol_of_vol,351108,0.00833440793952403,0.005178479111371671,0.024976095149049183,0.029711105649206114,-0.017199909908276568,0.5934065934065934,0.7058823529411765,0.019996870320137902,0.015950766429208445,0.0040461038909294575,0.00833440793952403
obv_slope21,356750,0.008012748810734502,-0.007183912192494662,0.0051011139817904744,0.0020389323471795436,0.00968116289652428,0.43956043956043955,0.4117647058823529,0.015366049968315086,0.011571237501811417,0.003794812466503669,0.008012748810734502
atr_pct_rank252,346103,-0.007969011698536912,-0.007515065274304841,-0.021343976266177664,-0.014913755914214625,-0.0024986683479887536,0.5604395604395604,0.5294117647058824,0.011082723999181728,0.01994074819839035,-0.008858024199208623,0.007969011698536912
ret_21,356750,0.007953266137134395,-0.015357220890621932,0.011264435559726357,0.0020121757273759695,0.013585495637285084,0.37362637362637363,0.4117647058823529,0.02855980867634717,0.01801254319046511,0.010547265485882057,0.007953266137134395
zscore_20,356932,0.007914693214168562,-0.007981397591254547,0.003798843474040011,0.0035834748050684114,0.007528018032830774,0.42857142857142855,0.5294117647058824,0.009515878059581987,0.010252781907877033,-0.0007369038482950459,0.007914693214168562
bb_pctb,356932,0.007914693214168562,-0.007981397591254547,0.003798843474040011,0.0035834748050684114,0.007528018032830774,0.42857142857142855,0.5294117647058824,0.009515878059581987,0.010252781907877033,-0.0007369038482950459,0.007914693214168562
bb_bandwidth,356932,0.006549639066569973,0.007063174639241648,0.05490893272153789,0.027188304070102975,0.008158754867293398,0.5274725274725275,0.5294117647058824,0.04145610530202749,-0.005261271840739096,0.04671737714276659,0.006549639066569973
rsi2,358479,0.006464676342052449,-0.0033309013067593595,0.006564267418729424,0.003745020097992416,0.00664704348204957,0.42857142857142855,0.6470588235294118,0.01205527603068816,0.010446161260997842,0.0016091147696903185,0.006464676342052449
rs_21,356750,0.0063017941331081325,-0.02065526826711002,0.011264435559726357,0.012662414606313803,-0.0048869509891952285,0.38461538461538464,0.5294117647058824,0.02855980867634717,0.01801254319046511,0.010547265485882057,0.0063017941331081325
rs_63,352928,0.00625395405263808,-0.039159479840792,0.006397532188301059,0.0027003560633681737,0.0003075031599248808,0.27472527472527475,0.4117647058823529,0.035581384809124886,0.015534130690861262,0.02004725411826362,0.00625395405263808
macd_hist_norm,355658,0.006094758543445948,0.006409018571210622,0.0048832409651867114,0.0053425956314762,0.006960326964415057,0.5164835164835165,0.6470588235294118,0.021459938556834406,0.02257928359382304,-0.0011193450369886351,0.006094758543445948
ret_5,358206,0.005336631276024865,-0.007042431231003268,0.00801982922254372,0.0023568093606645534,0.008083894209195407,0.45054945054945056,0.5882352941176471,0.023404152700354182,0.019440564775666348,0.003963587924687834,0.005336631276024865
ema50_slope21,352291,0.005048864716060388,-0.03734762643658155,0.0057304003156459045,-0.008038202611223304,0.016690666465821916,0.3076923076923077,0.5294117647058824,0.03422079166612426,0.012994244149362517,0.021226547516761743,0.005048864716060388
dollar_vol_trend,353292,-0.004550881058783113,-0.012708991446378671,-0.008464762949352935,-0.019080278502955208,0.011821811293156879,0.5274725274725275,0.5882352941176471,0.021662630019501698,0.01855773670454112,0.003104893314960576,0.004550881058783113
down_streak,358661,-0.0030322153103312936,0.0016961545742204631,-0.004636323465120602,-0.0016575930922416975,-0.0024316080605768374,0.43956043956043955,0.47058823529411764,,0.009846282408996751,,0.0030322153103312936
atr_pct,357478,0.002774090820139824,0.002656781399217074,0.07221763243880318,0.033251607449731865,-0.0008351829454427706,0.46153846153846156,0.47058823529411764,0.060581716004425336,-0.006645373981304291,0.06722708998572963,0.002774090820139824
ret_63,352928,0.002769892475973349,-0.03871780161963541,0.006397532188301059,-0.005833021577527237,0.010223131863247494,0.34065934065934067,0.5882352941176471,0.035581384809124886,0.015534130690861262,0.02004725411826362,0.002769892475973349
bar_pos,358660,0.002760242043027269,-0.0011919371253691713,0.007203277272396525,0.0015228746202776088,0.002694954071069333,0.4945054945054945,0.5294117647058824,0.01160990021857111,0.011743278548449337,-0.00013337832987822713,0.002760242043027269
vol_ratio_21_63,352928,0.0018190475584593502,0.0025824933618956427,-0.014392372838644448,-0.005324840005379011,0.00931493276140353,0.45054945054945056,0.5882352941176471,0.012828118450967568,0.015913279150556604,-0.003085160699589036,0.0018190475584593502
macd_hist_slope,355203,-0.0015704465700480386,-0.0031052851842484942,-0.005650172064057144,-0.0020640055245235217,-0.0012758357019212222,0.5494505494505495,0.47058823529411764,0.02038680568641576,0.022498501629318483,-0.002111695942902725,0.0015704465700480386
vol_ratio_20,356932,0.0009878317551663134,0.003838088519346371,-0.007824690021549521,-0.00791502445469039,0.012701122640362973,0.6373626373626373,0.4117647058823529,0.013067945280968085,0.01656599311964761,-0.003498047838679524,0.0009878317551663134
bench_px_ema200,340552,-0.0003026262155507362,-0.008520495341146099,0.008022231471319443,-0.014786212836690273,0.025175232916190757,0.5384615384615384,0.5882352941176471,,0.008405656224022947,,0.0003026262155507362
mom_accel,352928,0.00020432773472796342,0.0006218637096347048,-0.00024024678894603855,0.00016020655238260657,-0.0004069102645281776,0.5054945054945055,0.5294117647058824,0.02176504756534999,0.02639516161579093,-0.004630114050440937,0.00020432773472796342
adx14,356295,0.00015873912900663678,-0.002235877359930311,0.009575840169502147,-0.008263447194225271,0.007821691536528372,0.5384615384615384,0.35294117647058826,0.01637124767640434,0.011152219439928461,0.005219028236475879,0.00015873912900663678
