condicion,asset,horizonte_h,periodo,n,ret_medio,win_rate,base_ret_medio,base_win_rate
vwap_ruptura_alza,ETH,72,OOS,381,0.005094739537639231,0.5590551181102362,0.005403537718842406,0.5196648824761462
vwap_ruptura_baja,ETH,4,IS,1112,-5.489827217350972e-05,0.4847122302158273,1.63580669580798e-06,0.49351442087593467
vwap_ruptura_baja,ETH,4,OOS,379,-0.0005699057221312896,0.44854881266490765,-0.0003238872216163553,0.4923253150057274
vwap_ruptura_baja,ETH,8,IS,1112,-0.00036598618236879764,0.48201438848920863,3.828497821267529e-06,0.48863116130016787
vwap_ruptura_baja,ETH,8,OOS,379,-0.002024298202175595,0.43007915567282323,-0.0006536848177387536,0.48543911946801194
vwap_ruptura_baja,ETH,24,IS,1112,-0.00018109509911134846,0.46402877697841727,4.117677248005448e-05,0.494658934839005
vwap_ruptura_baja,ETH,24,OOS,377,-0.0025008152750295746,0.4588859416445623,-0.0020373633265128306,0.47479861910241655
vwap_ruptura_baja,ETH,72,IS,1112,-0.0007302191647547387,0.46672661870503596,-0.0002736213795651685,0.4975583702121166
vwap_ruptura_baja,ETH,72,OOS,376,-0.00540865819627683,0.45478723404255317,-0.005403537718842406,0.4803351175238538
poc_zona,ETH,4,IS,263,0.0016107397910403326,0.596958174904943,-1.63580669580798e-06,0.5064855791240653
poc_zona,ETH,4,OOS,97,0.00032125530289729796,0.5670103092783505,0.0003238872216163553,0.5069873997709049
poc_zona,ETH,8,IS,263,0.002276014945986748,0.5513307984790875,-3.828497821267529e-06,0.5113688386998322
poc_zona,ETH,8,OOS,97,0.002936991290978925,0.5567010309278351,0.0006536848177387536,0.5145608805319881
poc_zona,ETH,24,IS,263,0.002702479631821505,0.5893536121673004,-4.117677248005448e-05,0.505341065160995
poc_zona,ETH,24,OOS,97,0.0037038780641893915,0.5567010309278351,0.0020373633265128306,0.5249712313003452
poc_zona,ETH,72,IS,263,0.006574622082272995,0.5513307984790875,0.0002736213795651685,0.5024416297878834
poc_zona,ETH,72,OOS,97,0.018188050019838777,0.6494845360824743,0.005403537718842406,0.5196648824761462
fib_0.618,ETH,4,IS,252,-0.0013681050634224347,0.5,-8.796548864603131e-05,0.48336639707004425
fib_0.618,ETH,4,OOS,108,0.002417187420255837,0.5740740740740741,0.00022632465595296374,0.49942726231386025
fib_0.618,ETH,8,IS,252,-0.001495701493453555,0.5119047619047619,-0.00024720325517090994,0.48306119334655884
fib_0.618,ETH,8,OOS,108,0.0030798987688765876,0.5925925925925926,0.0004685940520010889,0.4946113276771383
fib_0.618,ETH,24,IS,252,-0.00540427027820591,0.4603174603174603,-0.0009718035418414955,0.4700900350984282
fib_0.618,ETH,24,OOS,108,0.006623448437496294,0.6759259259259259,0.0015970021157378656,0.5120828538550057
fib_0.618,ETH,72,IS,252,-0.007247444587325469,0.4801587301587302,-0.0012551304468598522,0.48679993895925533
fib_0.618,ETH,72,OOS,108,0.008371595236598407,0.6203703703703703,0.007412251633772698,0.5091924598557133
fib_0.786,ETH,4,IS,132,-0.0002535347272238524,0.5227272727272727,-8.796548864603131e-05,0.48336639707004425
fib_0.786,ETH,4,OOS,72,-8.879182354649962e-05,0.625,0.00022632465595296374,0.49942726231386025
fib_0.786,ETH,8,IS,132,-2.689808247794614e-06,0.5454545454545454,-0.00024720325517090994,0.48306119334655884
fib_0.786,ETH,8,OOS,72,-0.0006225756679224768,0.625,0.0004685940520010889,0.4946113276771383
fib_0.786,ETH,24,IS,132,-0.008097241386901894,0.5151515151515151,-0.0009718035418414955,0.4700900350984282
