feature,n,ic_pooled,ic_ts,ic_xs,ic_is,ic_oos,ts_consist,yr_consist,d10,d1,d10_d1,abs_ic
bench_px_ema200,344374,-0.005938668354982598,-0.012278539685586261,0.004345151144259584,-0.017481456641421343,0.015934568909251316,0.5934065934065934,0.6470588235294118,,0.0026628386142466816,,0.005938668354982598
corr_bench_63,358843,-0.00556422346967425,0.006269097044668625,-0.006356044837318627,-0.02050101510642298,-0.001655418388470138,0.45054945054945056,0.6470588235294118,0.0010414327767187498,0.007008214698909477,-0.005966781922190727,0.00556422346967425
ret_63,356750,0.005136475958010025,-0.02096106871380211,0.012388598460696744,0.008593050872798777,0.001595450654362556,0.37362637362637363,0.5294117647058824,0.010859716231478527,0.006769412701354583,0.004090303530123945,0.005136475958010025
adx14,360117,0.00506223205370334,0.005881166590919051,0.007227807652726844,-0.009973758152326161,0.02191201479365619,0.5274725274725275,0.47058823529411764,0.003546786911440296,0.0021581336346107403,0.001388653276829556,0.00506223205370334
dollar_vol_trend,357114,0.0036636180504994536,0.00017109036967359741,-0.00528492082019855,-0.009262458397133515,0.017905360133812356,0.5494505494505495,0.4117647058823529,0.006503379871538524,0.006469577115780946,3.380275575757749e-05,0.0036636180504994536
macd_hist_slope,359025,-0.002560247410290586,-0.004966103259910991,-0.003395104415465419,0.0025405098153941778,-0.007365149317171342,0.6043956043956044,0.5882352941176471,0.00626642560870917,0.006692500861080662,-0.00042607525237149235,0.002560247410290586
bb_bandwidth,360754,0.0021554799374902595,0.013454551013891466,0.027941925839461597,0.013175985179043148,0.006366386666454401,0.6043956043956044,0.5882352941176471,0.011361404082248533,-0.003190025871666393,0.014551429953914926,0.0021554799374902595
down_streak,362483,-0.00196102978348577,0.0008831020851034334,0.004257631228890534,-0.0018078721195753972,-0.0010475499549573463,0.4725274725274725,0.5882352941176471,,0.0030622831533868725,,0.00196102978348577
vol_of_vol,354930,-0.0005141253131628829,-0.0010326793963775776,0.009880051756632324,0.01755825420727743,-0.02062609310248316,0.4725274725274725,0.4117647058823529,0.004922058917195717,0.004832384558881833,8.96743583138843e-05,0.0005141253131628829
dist_52w_low,353474,0.0004631053143429159,-0.02828533474959368,0.0265069775086285,0.003857287708187007,0.006335607701598607,0.2967032967032967,0.5882352941176471,0.016192507812238903,0.0011895256900573666,0.015002982122181537,0.0004631053143429159
atr_pct_rank252,349925,0.00024505912411187675,-0.0011143254560560367,-0.014571376747338782,-0.0010899780929663567,0.002843704227851467,0.4175824175824176,0.6470588235294118,0.004312509825453329,0.006004344343956911,-0.0016918345185035818,0.00024505912411187675
bar_pos,362482,-0.00017281331569421623,-0.002161844913268746,-0.0061674397278100495,-0.00343188728965103,0.0022550742512398706,0.5714285714285714,0.5294117647058824,0.0035198342784406264,0.004181181770143472,-0.000661347491702846,0.00017281331569421623
