feature,n,ic_pooled,ic_ts,ic_xs,ic_is,ic_oos,ts_consist,yr_consist,d10,d1,d10_d1,abs_ic
rs_252,339551,0.027832437751497068,-0.018582110036246883,0.031129813218588685,0.02724026272897263,0.021428543312732425,0.42857142857142855,0.75,0.014268988778296608,0.0009332518405924968,0.013335736937704111,0.027832437751497068
dist_ema200_atr,344374,0.021087656520663006,-0.01856741647990926,0.018869527691640364,0.0089493399615363,0.023455952812112168,0.3956043956043956,0.6470588235294118,0.006528593316470353,0.002896585586620649,0.0036320077298497037,0.021087656520663006
drawdown_252,353474,0.020592642206516222,-0.022899874824516917,0.0018035888159371092,0.004245677721255534,0.023831548593925243,0.38461538461538464,0.5882352941176471,0.0004997303028758752,0.00687488421628872,-0.006375153913412845,0.020592642206516222
dist_52w_high,353474,0.020548094697706944,-0.02178074075142985,0.0003067559315246116,0.0025652899248251623,0.02453264700817746,0.37362637362637363,0.5882352941176471,0.0009533239652409567,0.007281108958405738,-0.006327784993164782,0.020548094697706944
rsi14,361209,0.018477648543775486,0.0016458693418687827,0.015607675654601302,0.008810768984803546,0.02327028654250578,0.5604395604395604,0.7058823529411765,0.005270276691357529,0.002418600354093296,0.0028516763372642335,0.018477648543775486
ret_252,339551,0.018159700118222405,-0.01989440452837084,0.031129813218588685,0.01933120551825568,0.015073513092434853,0.38461538461538464,0.6875,0.014268988778296608,0.0009332518405924968,0.013335736937704111,0.018159700118222405
bb_bw_rank120,355385,0.01759352393706864,0.01676586120929935,0.006331415677526977,0.013314648562227284,0.023335607705831506,0.6153846153846154,0.6470588235294118,0.002261046745467045,0.003232657867680896,-0.0009716111222138513,0.01759352393706864
px_ema200,344374,0.017268318190636858,-0.02460139053663717,0.023705674667366373,0.01065330138056321,0.019266383169701876,0.38461538461538464,0.5882352941176471,0.01189639552136265,0.0034432609643061775,0.008453134557056471,0.017268318190636858
px_ema20,360754,0.016559259511303874,-0.00105365138655415,0.011433146499372073,0.009717405384957228,0.021231637246805463,0.4945054945054945,0.7647058823529411,0.008366332503970886,0.004262767653051299,0.004103564850919588,0.016559259511303874
px_ema50,358024,0.014967623052556743,-0.010939635621666782,0.014698158050145429,0.0060350745677938125,0.021238067349770833,0.43956043956043955,0.6470588235294118,0.00953420101756891,0.0046917626925755745,0.004842438324993336,0.014967623052556743
ret_21,360572,0.013854271415956241,-0.0012490773041604966,0.01250035130405388,0.006552428499505919,0.02002887696394606,0.5164835164835165,0.7058823529411765,0.00885209996816891,0.003710505571838284,0.005141594396330626,0.013854271415956241
mom_12_1,339551,0.012351800430243197,-0.018923749386860176,0.026929372261951932,0.01667842221970199,0.007879731317234209,0.4175824175824176,0.6875,0.013070540812723241,0.0019430058451691144,0.011127534967554127,0.012351800430243197
zscore_20,360754,0.011376274603486952,8.87519449156927e-05,0.006877013390831243,0.006133729701287029,0.013307396806656959,0.5274725274725275,0.6470588235294118,0.003469666307554753,0.0029109964624071494,0.0005586698451476037,0.011376274603486952
bb_pctb,360754,0.011376274603486952,8.87519449156927e-05,0.006877013390831243,0.006133729701287029,0.013307396806656959,0.5274725274725275,0.6470588235294118,0.003469666307554753,0.0029109964624071494,0.0005586698451476037,0.011376274603486952
rs_21,360572,0.011303502778857269,-0.007292985014594927,0.01250035130405388,0.012009373822478976,0.006747270917980319,0.4725274725274725,0.5882352941176471,0.00885209996816891,0.003710505571838284,0.005141594396330626,0.011303502778857269
vol_ratio_21_63,356750,0.011244758602454757,0.009238388432777677,0.001755020446259943,0.009674821804570737,0.01377042715525668,0.5054945054945055,0.5882352941176471,0.003163542015838981,0.003966998038406855,-0.0008034560225678744,0.011244758602454757
mom_accel,356750,0.010793538622890293,0.008909212495038578,0.0023083434043473464,0.0008801774979739296,0.020049442388826142,0.5714285714285714,0.6470588235294118,0.007267102008735668,0.005889435964309182,0.0013776660444264855,0.010793538622890293
ret_126,351017,0.01073183517384937,-0.024068823578197025,0.017055991454687582,0.0072692403544576175,0.012714218164449334,0.34065934065934067,0.5882352941176471,0.012509550956745448,0.0037996459012623394,0.008709905055483108,0.01073183517384937
macd_hist_norm,359480,0.009616060573589606,0.007304953303414326,0.0072272815927118495,0.009169824313880108,0.010812672001392324,0.5274725274725275,0.5294117647058824,0.008325260448536632,0.0044321206394500766,0.003893139809086556,0.009616060573589606
ema50_ema200,344374,0.00942864995793345,-0.030852720612955964,0.0188430840025287,0.009612676184285157,0.007135903293405239,0.34065934065934067,0.5882352941176471,0.01359059256838788,0.0037851784898567803,0.0098054140785311,0.00942864995793345
obv_slope21,360572,0.009407127177271732,0.0017077962248139137,0.010115337875239019,0.0031428657722199272,0.013604547361029206,0.4945054945054945,0.7058823529411765,0.005343530452149453,0.0022562911902143765,0.003087239261935077,0.009407127177271732
days_above_ema200_63,359844,0.008108754284780943,-0.023490182719637685,0.010382188002476863,0.011083526050542351,0.0020330810022771177,0.3626373626373626,0.6470588235294118,0.024319500147164715,0.002554048066078276,0.02176545208108644,0.008108754284780943
ema200_slope63,338641,0.007549491814969419,-0.030690266163475886,0.01844851643973954,0.011102347513114168,0.002659525642901609,0.3516483516483517,0.625,0.012990676798950844,0.004459406032320924,0.00853127076662992,0.007549491814969419
rsi2,362301,0.00740238176966374,0.0009093478199975824,0.002822277126821895,0.004635671414906425,0.008794640416831864,0.5054945054945055,0.5882352941176471,0.0036779483002522062,0.0027080734379833493,0.0009698748622688569,0.00740238176966374
atr_pct,361300,-0.00735639414577208,0.002604694268570432,0.03155263040824521,0.013558499775837594,-0.009725119303569734,0.45054945054945056,0.5882352941176471,0.017728296219517048,-0.002236071656928155,0.019964367876445205,0.00735639414577208
ret_5,362028,0.007140648211198018,-0.0013081692363086667,0.004010426583110929,0.00596441714895769,0.008252116298177466,0.4725274725274725,0.7647058823529411,0.007688945537775576,0.005434819314840743,0.0022541262229348324,0.007140648211198018
vol_ratio_20,360754,0.0066350264819353705,0.007567463819923732,-0.006489814298743841,-0.002794808561770428,0.018345187199843564,0.5934065934065934,0.5882352941176471,0.0038395214716753926,0.005646802379281168,-0.0018072809076057758,0.0066350264819353705
ema50_slope21,356113,0.006069628844714105,-0.021045345473185262,0.006365517599455984,-0.0016642611857885612,0.011603336491875907,0.3626373626373626,0.5294117647058824,0.008689526612866823,0.005804122594544459,0.002885404018322364,0.006069628844714105
rs_63,356750,0.006025267887222515,-0.021457034175148593,0.012388598460696744,0.014611350996642208,-0.00842071408514362,0.32967032967032966,0.47058823529411764,0.010859716231478527,0.006769412701354583,0.004090303530123945,0.006025267887222515
